"20191014_Toxoplasma_TMT_FullExperiment, 126C, ctrl.turbo.rah.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127N, ctrl.turbo.cyto.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127C, ctrl.noturbo.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 128N, turborah.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 128C, turborah.mock.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 129N, turborah.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 129C, turborah.mock.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 130N, turborah.toxo.r3"	"20191014_Toxoplasma_TMT_FullExperiment, 130C, turbocyto.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 131N, turborah.toxo.r4"	"20191014_Toxoplasma_TMT_FullExperiment, 131C, turbocyto.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 126C.127C.127N, control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
5421901	6131844	2977943	147425703	132917791	151968313	165903987	166266297	97581879	157378269	108533111	4779278	P11717	P11717	1	188	77	77	P11717	HUMAN	281330.5	37.6	44	44.1	1333.7	1333.7	Cation-independent mannose-6-phosphate receptor	77	188	2.92E+10	37.60%
4480799	8360414	2155267	36768171	43147367	38854385	46744444	39422928	122309344	39714357	136065644	4516044	P46939-2	P46939-2	1	138	90	90	P46939-2|P46939|P46939-4|Q5T097|P46939-3|A0A087WTU7|A0A075B6G3|P11532|A0A087WV90|E9PDN5|P11532-4|P11532-2|P11532-3|E7ESB2|F8VX32|E7EQS5|F5GZY3|E7EQR9|P11532-6|P11532-5|P11532-7|P11532-8|P11532-9|P11532-10|Q13474|Q13474-2	HUMAN	397301.3	31.4	45	45.1	1332.35	1332.35	Isoform 2 of Utrophin	91	138	1.13E+10	31.40%
3949366	9395434	1889578	47761893	48844424	51898968	56061746	54185706	285713344	51753584	287888593	4067441	Q96N67	Q96N67	1	176	75	70	Q96N67|Q96N67-5|Q96N67-6|Q96N67-2|Q96N67-3|Q96N67-4|Q96N67-7|A0A1B0GUE9|Q8NF50|Q8NF50-2|Q8NF50-3|Q8NF50-4|A2A369	HUMAN	244439.1	42.1	46	46.1	1314.18	1231.75	Dedicator of cytokinesis protein 7	75	176	2.56E+10	42.10%
44204	127768	33741	592314	594555	573605	517106	577467	1394742	595287	1413694	51725	Q96HP0	Q96HP0	1	8	12	7	Q96HP0	HUMAN	231436.7	6.6	46	46.2	188.03	105.6	Dedicator of cytokinesis protein 6	7	8	1.29E+08	4.60%
5728462	15423803	2502100	36089220	38592215	40042187	41672694	40774730	287278768	39168646	307412052	5890885	Q15746	Q15746	1	159	74	4	Q15746|Q15746-6|Q15746-3|Q15746-5|Q15746-7|Q15746-11|Q15746-9|Q15746-8|Q15746-10|F8WBL7|TGGT1_240390-t26_1-p1	HUMAN	213449.8	46.1	47	47.1	1312.06	80.94	Myosin light chain kinase smooth muscle	75	159	2.79E+10	46.10%
8399	17875	4573	58118	76689	71409	63151	58144	337056	62764	353024	12972	Q15746-2	Q15746-2	1	2	73	2	Q15746-2|Q15746-4	HUMAN	205619.2	46.9	47	47.2	1278.52	36.64	Isoform 2 of Myosin light chain kinase smooth muscle	2	2	77600000	1.00%
9771455	22193038	6005334	112551065	99749906	118040414	115487566	133246407	361441941	121478041	387823154	9984091	P07814	P07814	1	183	76	76	P07814|V9GZ76	HUMAN	172185.3	58.1	48	48.1	1305.15	1305.15	Bifunctional glutamate/proline--tRNA ligase	76	183	2.44E+10	58.10%
5175966	8341283	2854319	44881698	35630189	45178434	39434147	48014439	235338543	44016397	245397827	4980923	P49327	P49327	1	183	76	76	P49327|A0A0U1RQF0	HUMAN	276046.1	40.5	49	49.1	1297.59	1297.59	Fatty acid synthase	76	183	1.66E+10	40.50%
7942146	9662244	2843928	131583030	126729306	136216378	152702080	145257684	151248456	137360897	170250771	7457585	Q86UP2	Q86UP2	1	175	82	82	Q86UP2|Q86UP2-4|Q86UP2-2|Q86UP2-3|G3V4Y7|B7Z6P3	HUMAN	156557.7	58.8	50	50.1	1260.3	1260.3	Kinectin	82	175	2.56E+10	58.80%
19876236	28822993	9647264	159146441	142564590	162254688	168204878	167997854	319827262	155318606	321802606	19765742	O00159	O00159	1	222	70	69	O00159|O00159-3|F5H6E2|O00159-2	HUMAN	122535.2	63.8	51	51.1	1248.71	1232.1	Unconventional myosin-Ic	70	222	6.22E+10	63.80%
15472801	13834044	8061736	58618116	54995550	64816031	62757430	66684895	175175744	61981590	178652965	10520170	O43795	O43795	1	111	43	42	O43795|E9PDF6|O43795-2|Q9UBC5|G3V342	HUMAN	133009.6	46.6	51	51.2	741.2	724.59	Unconventional myosin-Ib	42	111	2.19E+10	45.60%
984008	1363122	570981	7594673	6908535	7877783	7326030	8264003	27698975	7827058	27724301	975253	Q12965	Q12965	1	32	25	24	Q12965|O00160|H0YN00	HUMAN	127630.1	25	51	51.3	343.16	326.55	Unconventional myosin-Ie	24	32	2.14E+09	24.00%
7672997	11344040	3727300	192473976	188014581	191928980	224682854	206619734	263782638	198187307	296284110	7421516	J3KNL6	J3KNL6	1	243	73	3	J3KNL6|O15027|O15027-4|O15027-3|O15027-2	HUMAN	253486.5	41.2	52	52.1	1247.07	60.3	Protein transport protein sec16	73	243	5.02E+10	41.20%
			391094	361540	339921	388692	393411	546618				F1T0I1	F1T0I1	1	3	71	1	F1T0I1	HUMAN	251018	39.9	52	52.2	1212.89	26.12	Protein transport protein sec16	1	3	2.78E+08	1.50%
11065228	15644518	4749880	382662364	392301260	375300063	454065792	437901707	404977024	418140978	448658914	9512758	Q7Z3T8	Q7Z3T8	1	265	70	70	Q7Z3T8|Q7Z3T8-3	HUMAN	171296.7	51.4	53	53.1	1231.68	1231.68	Zinc finger FYVE domain-containing protein 16	70	265	7.61E+10	51.40%
12271589	38553396	4855885	117497871	119271391	119066454	134692737	130459285	628144847	124665169	681637359	13241589	Q9P0K7-4	Q9P0K7-4	1	210	70	70	Q9P0K7-4|Q9P0K7|Q9P0K7-2|Q9P0K7-3|D6REL2|D6RBW6|D6RB25	HUMAN	107530.4	69.8	54	54.1	1199.3	1199.3	Isoform 4 of Ankycorbin	70	210	4.41E+10	69.80%
3610292	7662359	1734618	36330645	40003087	36001074	44763474	38017273	198694218	37626456	211332354	3742590	Q01082	Q01082	1	147	76	76	Q01082|A0A087WUZ3|Q01082-2|Q01082-3|O15020|O15020-2|A4QPE4|P11277-2|P11277|P11277-3|C9JY79|Q9H254|Q9H254-4|M0QZQ3|Q9H254-2	HUMAN	275403.1	37.5	55	55.1	1197.62	1197.62	Spectrin beta chain non-erythrocytic 1	78	147	1.17E+10	37.50%
22324671	12565410	4793158	389974720	424165307	388913756	476983634	423674764	125486443	434136074	150918498	10041324	Q6ZMZ3	Q6ZMZ3	1	243	72	1	Q6ZMZ3|G3V533|Q6ZMZ3-3	HUMAN	112842.1	67.7	56	56.1	1187.47	22.99	Nesprin-3	72	243	8.05E+10	67.70%
	26218		57412	85403	91912	131461	103646	144936	93394	154006		Q6ZMZ3-2	Q6ZMZ3-2	1	1	72	1	Q6ZMZ3-2	HUMAN	112302.4	67.8	56	56.2	1184.52	20.04	Isoform 2 of Nesprin-3	1	1	53200000	1.60%
2437852	6817854	1355713	41379294	51306517	42678298	54379120	42045568	113475300	44912524	116195620	2544549	Q99996	Q99996	1	128	89	89	Q99996|A0A0A0MRF6|Q99996-2|Q99996-5|Q99996-6|Q99996-3|A0A0A0MRE9|Q99996-4|A0A087WX84|Q6PJH3	HUMAN	455998.5	25.8	57	57.1	1177.17	1177.17	A-kinase anchor protein 9	89	128	9.76E+09	25.80%
5348480	12135195	2855568	89379312	80828059	95848842	93759220	104325180	529260191	96814631	537423303	4864194	O15056	O15056	1	209	66	66	O15056|O15056-2|A0A1W2PR85|O15056-3|E7ER60	HUMAN	166676	49.6	58	58.1	1171.82	1171.82	Synaptojanin-2	66	209	5.61E+10	49.60%
141068236	48817191	36313247	84549056	126921825	123784322	201871693	67384838	109724734	75872084	131227022	49436452	P35555	P35555	1	186	71	65	P35555|F6U495|Q75N90	HUMAN	332886.1	29.7	59	59.1	1167.11	1076.12	Fibrillin-1	71	186	3.14E+10	29.70%
18895086	6470895	5740955	13530210	19605272	19278151	29355843	12270517	17744414	12396217	20709457	6592081	P35556	P35556	1	60	36	31	P35556|A0A087WYV8|D6RJI3|P35556-2|E9PHW4|D6REJ2	HUMAN	335480.6	15	59	59.2	553.42	473.77	Fibrillin-2	31	60	4.32E+09	13.10%
111427781	50795109	100744371	101895035	163556951	108060674	135116766	121581129	119889948	108518347	134919176	98082920	P24821	P24821	1	187	71	12	P24821|P24821-4|J3QSU6|E9PC84|P24821-3|F5H7V9|P24821-2|P24821-5	HUMAN	246497.5	36.9	60	60.1	1160.4	186.65	Tenascin	71	187	5.95E+10	36.90%
642436	445525	382307	733051	1161647	755408	1161713	869135	360668	818430	527850	470307	P24821-6	P24821-6	1	6	60	2	P24821-6	HUMAN	177005	43.4	60	60.2	990.39	32.03	Isoform 6 of Tenascin	2	6	3.62E+09	1.30%
2867079	8788037	1600578	33464715	35882370	34305113	41856793	35039898	205597324	35557235	216733543	3070060	Q5VT06	Q5VT06	1	142	80	80	Q5VT06	HUMAN	352521.4	29.1	61	61.1	1142.55	1142.55	Centrosome-associated protein 350	80	142	1.55E+10	29.10%
40788523	11859369	5431408	462193462	498428001	466349925	532202756	518889571	125212196	476045232	154335629	12226846	Q9Y2U8	Q9Y2U8	1	284	63	63	Q9Y2U8	HUMAN	100851.5	75.8	62	62.1	1133.34	1133.34	Inner nuclear membrane protein Man1	63	284	1.83E+11	75.80%
736917857	725496426	576336709	869578052	988349322	937660414	1099511444	1028945391	1178003020	938400890	1165020462	699467372	P05165	P05165	1	444	65	65	P05165|P05165-2|P05165-3	HUMAN	80685.1	76.5	63	63.1	1129.97	1129.97	Propionyl-CoA carboxylase alpha chain mitochondrial	65	444	5.94E+11	76.50%
3287171	6851749	1705110	35717911	35356804	39203896	38644014	41273571	249581714	38840596	255772449	3364060	A5YKK6	A5YKK6	1	148	74	74	A5YKK6|A5YKK6-2|A5YKK6-3|A5YKK6-4|H3BU44	HUMAN	269273.3	35.1	64	64.1	1128.5	1128.5	CCR4-NOT transcription complex subunit 1	74	148	1.70E+10	35.10%
10932143	8448025	3443733	175966031	172347416	181994714	202466446	201457264	155208757	192452033	169424339	7509742	P52948	P52948	1	182	66	66	P52948|P52948-5|P52948-2|P52948-6|P52948-3|P52948-4	HUMAN	198716.8	39	65	65.1	1114.96	1114.96	Nuclear pore complex protein Nup98-Nup96	66	182	4.18E+10	39.00%
6549916	6857709	3909964	251487730	245492855	237093668	291383184	259272434	211770130	237148297	236129853	5134232	Q9NRZ9-2	Q9NRZ9-2	1	203	66	66	Q9NRZ9-2|Q9NRZ9|A0A0B4J1V9|Q9NRZ9-3|Q9NRZ9-5|F6XU50|Q9NRZ9-6|Q9NRZ9-4|A0A087WSW7|Q9NRZ9-7|Q9NRZ9-8|Q9NW36|Q9NRZ9-9|Q76H82	HUMAN	96233.2	68.3	66	66.1	1107.77	1107.77	Isoform 2 of Lymphoid-specific helicase	66	203	7.73E+10	68.30%
15156616	20024307	7500178	154870907	124365227	163595839	147117601	171896881	234521977	159495241	249110259	14189899	P53621	P53621	1	196	65	65	P53621|P53621-2	HUMAN	139883.7	57.3	67	67.1	1099.29	1099.29	Coatomer subunit alpha	65	196	3.95E+10	57.30%
4363020	9685561	1829934	70937683	69918808	74872829	87882128	73677571	217800077	71122301	234563007	4460369	Q02952	Q02952	1	123	59	59	Q02952|Q02952-2|Q02952-3	HUMAN	192048.9	43.7	68	68.1	1092.95	1092.95	A-kinase anchor protein 12	59	123	2.16E+10	43.70%
2890963	7358243	1511839	61858211	83312687	63428436	85034218	57860660	56096064	67318857	58227885	2881186	Q9BV73	Q9BV73	1	128	74	74	Q9BV73|Q9BV73-2|E9PHT2|A6PVI9	HUMAN	282045.1	32.8	69	69.1	1084.83	1084.83	Centrosome-associated protein CEP250	74	128	9.99E+09	32.80%
8095459	10867458	3795365	61565339	57951665	61585990	66716614	66342092	102711211	59101503	102832498	7994367	A0A087WVQ6	A0A087WVQ6	1	134	61	46	A0A087WVQ6|Q00610|Q00610-2|J3KS13|J3QL20	HUMAN	193823.3	44.6	70	70.1	1070.66	819.93	Clathrin heavy chain	61	134	1.78E+10	44.60%
24142	23136	15528	271016	256262	269839	287622	288171	162860	256571	157921	23136	P53675	P53675	1	1	16	1	P53675|P53675-2|A0A087WX41	HUMAN	189137.5	8.5	70	70.2	256.38	5.65	Clathrin heavy chain 2	1	1	21600000	0.70%
4189843	8243570	2661191	229437820	181695985	228985184	232315794	238169818	228412031	231092721	252360482	4451476	P82094	P82094	1	171	63	63	P82094|P82094-2|F8WF45	HUMAN	123353	59.3	71	71.1	1050.22	1050.22	TATA element modulatory factor	63	171	6.95E+10	59.30%
56333121	79249863	23718767	705595361	629274752	748839801	715986199	789700877	1349493614	787220555	1395729449	53310508	P11142	P11142	1	347	58	39	P11142|E9PKE3|E9PNE6|P11142-2|A8K7Q2	HUMAN	71125	74.6	72	72.1	1041.73	725.67	Heat shock cognate 71 kDa protein	58	347	3.04E+11	74.60%
24593652	40510302	10994913	353472779	370259100	358768821	417039631	411103117	1021241518	387908784	1087376735	24796729	P11021	P11021	1	263	53	49	P11021	HUMAN	72445.7	69.5	72	72.2	934.19	874.7	78 kDa glucose-regulated protein	49	263	1.80E+11	67.20%
10720235	22664146	5113930	95971704	23292629	100047477	27077561	106572890	386986153	99692057	382469494	10797384	TGGT1_273760-t26_1-p1	TGGT1_273760	1	127	45	36	TGGT1_273760-t26_1-p1	Toxoplasma_gondii_GT1	72748	61.1	72	72.3	785.79	626.94	TGGT1_273760	36	127	2.70E+10	50.50%
7768153	9832725	2847736	85038592	78001521	87015060	98086416	91256012	144356211	90727810	152032465	7500842	A0A0G2JIW1	A0A0G2JIW1	1	129	38	31	A0A0G2JIW1|P0DMV8|P0DMV8-2|V9GZ37|P48741	HUMAN	70393.3	67.2	72	72.4	669.48	568.59	Heat shock 70 kDa protein 1B	31	129	3.25E+10	57.40%
5409228	10780261	3217425	57061634	16584058	56620717	18462359	65131272	222803233	66415952	237023541	5583064	TGGT1_311720-t26_1-p1	TGGT1_311720	1	96	37	32	TGGT1_311720-t26_1-p1	Toxoplasma_gondii_GT1	73423	59.5	72	72.5	605.6	528.39	TGGT1_311720	32	96	1.23E+10	54.40%
3115352	4673952	1412811	23554567	24157675	28101006	29691606	26949041	47648049	27685915	49969671	3074418	P54652	P54652	1	44	35	19	P54652	HUMAN	70305	50.5	72	72.6	547.7	283.41	Heat shock-related 70 kDa protein 2	19	44	3.03E+09	31.40%
8365437	24825727	2083196	65880718	72437398	66752219	75874322	74107691	368474895	68751229	405644030	8378851	Q6WCQ1	Q6WCQ1	1	149	57	56	Q6WCQ1|Q6WCQ1-2|Q6WCQ1-3|A8MZF8	HUMAN	117329.9	56.3	73	73.1	986.61	970.21	Myosin phosphatase Rho-interacting protein	57	149	2.67E+10	56.30%
3085203	6470942	1334814	29376432	30035792	30520038	34312759	32096167	128210077	31501030	137597145	3099781	Q9H2D6-5	Q9H2D6-5	1	71	34	33	Q9H2D6-5|Q9H2D6|Q9H2D6-2|Q9H2D6-3|Q9H2D6-7|Q9H2D6-6	HUMAN	68439.2	52.2	73	73.2	492.71	476.31	Isoform 1 of TRIO and F-actin-binding protein	33	71	1.66E+10	50.70%
3756982	6360077	2075697	47785524	52378453	51271532	60542772	56323580	156101081	53822880	165412461	3758791	Q12923-4	Q12923-4	1	128	63	63	Q12923-4|Q12923|Q12923-3|Q12923-2|D6R9M4	HUMAN	279614.3	28.3	74	74.1	939.43	939.43	Isoform 4 of Tyrosine-protein phosphatase non-receptor type 13	63	128	2.42E+10	28.30%
4817327	9672112	2945751	29894888	35074644	33729982	39618005	33449783	203249324	35000592	219681801	4989482	P35658-3	P35658-3	1	146	50	1	P35658-3|P35658-4|B7ZAV2	HUMAN	214428.5	35.2	75	75.1	927.78	13.33	Isoform 3 of Nuclear pore complex protein Nup214	50	146	2.65E+10	35.20%
70385	94199	65263	385798	449693	413721	460620	423824	1708718	439154	1977478	70385	P35658	P35658	1	1	50	1	P35658|P35658-2|P35658-5|A0A0A0MSW3	HUMAN	214357.5	35.2	75	75.2	926.35	11.9	Nuclear pore complex protein Nup214	1	1	3.02E+08	0.40%
8129710	9104241	2078177	96747488	86767153	95375148	102187485	108668276	157869826	101006654	167229490	6470716	A0JNW5	A0JNW5	1	131	54	50	A0JNW5|A0A0C4DGH6|A0JNW5-2	HUMAN	165621.9	43.1	76	76.1	911.97	866.83	UHRF1-binding protein 1-like	54	131	2.07E+10	43.10%
229016	333825	116618	2994498	2146545	3065369	2457897	3394790	6543326	3251040	6977923	238380	Q6BDS2	Q6BDS2	1	12	15	11	Q6BDS2|H7C1J4	HUMAN	160680.5	8.5	76	76.2	176.97	131.83	UHRF1-binding protein 1	11	12	3.50E+08	7.20%
151393806	66435811	81964642	79801868	124755521	108754956	155958903	81331419	174048144	80583279	199349008	83120685	P02452	P02452	1	176	54	52	P02452	HUMAN	139966	55.6	77	77.1	911.34	881.65	Collagen alpha-1(I) chain	54	176	4.00E+10	55.60%
265033	244471	192085	534651	534199	603564	663637	627933	1168346	538569	1321566	244471	P02458	P02458	1	2	3	1	P02458|P02458-1	HUMAN	142866.9	2.2	77	77.2	44.76	15.07	Collagen alpha-1(II) chain	1	2	5.00E+07	0.80%
2772253	4297041	1716622	22501598	19644692	24640951	23005083	26058361	63014994	24776852	66221627	2796330	P27708	P27708	1	91	55	55	P27708|F8VPD4	HUMAN	245318.5	37.5	78	78.1	904.42	904.42	CAD protein	55	91	1.38E+10	37.50%
7194653	12408045	4136562	62402782	61609130	67360677	71085368	69151679	137265550	66981165	148403013	7272301	P46940	P46940	1	109	52	51	P46940|A0A0J9YXZ5|H0YLE8|Q13576|F5H7S7|Q13576-3|Q13576-2	HUMAN	189876.1	39.4	79	79.1	897.46	881.55	Ras GTPase-activating-like protein IQGAP1	53	109	1.10E+10	39.40%
29374	96956	44804	560899	545844	589968	590030	597629	1977669	602366	2129308	41229	Q86VI3	Q86VI3	1	8	10	8	Q86VI3|F2Z2E2	HUMAN	185380.1	8	79	79.2	121.65	95.49	Ras GTPase-activating-like protein IQGAP3	8	8	1.56E+08	6.90%
3708993	5549687	1404211	33162913	41140762	35603919	45472278	37365594	105824975	36768607	115796322	3540586	Q9HBL0	Q9HBL0	1	127	52	51	Q9HBL0|E9PGF5|E9PF55|A0A087WWW7|H0Y4U1|Q9HBL0-2	HUMAN	186610.9	39.8	80	80.1	891.9	862.93	Tensin-1	53	127	1.23E+10	39.80%
1788609	3360762	1061598	16915318	19608249	18023776	22168761	18822374	69242358	17968384	72735226	1805770	Q68CZ2	Q68CZ2	1	66	36	34	Q68CZ2|Q68CZ2-2|Q68CZ2-3|Q68CZ2-4	HUMAN	156460.9	38.8	80	80.2	620.28	584.9	Tensin-3	34	66	6.98E+09	37.40%
23899	42859	9125	253528	295650	239846	315917	248799	577722	267637	590651	19889	Q63HR2-4	Q63HR2-4	1	5	5	4	Q63HR2-4|Q63HR2|Q63HR2-6|Q63HR2-5|F8VV64|Q63HR2-2	HUMAN	155500.6	4.9	80	80.3	82.23	61.68	Isoform 4 of Tensin-2	4	5	2.85E+08	4.00%
1985848	3132066	976876	29346770	25784096	31486166	28333529	32780492	94868207	30665722	98316115	1994767	A2RRP1	A2RRP1	1	105	58	58	A2RRP1|A2RRP1-2	HUMAN	271875.5	29.4	81	81.1	887.88	887.88	Neuroblastoma-amplified sequence	58	105	7.33E+09	29.40%
3671355	8237242	1979031	33395822	31974551	35698561	37321236	38004185	317220625	37896110	344089414	3503902	G3V1L9	G3V1L9	1	115	53	2	G3V1L9|Q07157|H0YKB1	HUMAN	197797.8	39.9	82	82.1	882.45	14.22	"Tight junction protein 1 (Zona occludens 1), isoform CRA_a"	53	115	4.58E+10	39.90%
34128	432706	32152	1416410	895193	1105443	1211737	1483602	16262398	1123920	17839905	37629	G5E9E7	G5E9E7	1	3	52	1	G5E9E7|Q07157-2|A0A087X0K9	HUMAN	190071.5	41	82	82.2	883.49	15.26	"Tight junction protein 1 (Zona occludens 1), isoform CRA_e"	1	3	4.96E+08	0.80%
10193341	12874060	2825968	74131217	77885506	85179003	83768788	87640364	157445266	81524236	163815583	9792773	O94832	O94832	1	136	53	53	O94832|J3QRN6|K7EIG7|J3KRL0|B0I1T2|B0I1T2-4|B0I1T2-3|B0I1T2-2|F8WEW9	HUMAN	116998.8	53	83	83.1	874.14	874.14	Unconventional myosin-Id	53	136	2.27E+10	53.00%
7475525	11484753	3731747	83921627	51665454	84185561	60066608	86269839	198888712	83968008	217550449	7124035	A0A024R4E5	A0A024R4E5	1	129	56	7	A0A024R4E5|Q00341	HUMAN	142064.7	44.9	84	84.1	870.02	105.53	"High density lipoprotein binding protein (Vigilin), isoform CRA_a"	56	129	2.01E+10	44.90%
158978	250823	62516	1935275	1053387	2074421	1194955	1727570	4931398	1948874	5140760	158978	Q00341-2	Q00341-2	1	2	50	2	Q00341-2	HUMAN	138669	41.9	84	84.2	770.9	19.65	Isoform 2 of Vigilin	2	2	1.35E+08	2.30%
3777335	8371708	1750206	88288868	76139452	89418749	77583707	97328421	204285963	92463699	227606677	3822428	O60271	O60271	1	119	53	9	O60271|O60271-4|A0A087X2D8|O60271-2|O60271-3|O60271-5|A0A087WYG2|Q9UPT6|E9PFH7|Q9UPT6-2	HUMAN	147001.6	52.3	85	85.1	862.66	114.52	C-Jun-amino-terminal kinase-interacting protein 4	53	119	2.55E+10	52.30%
9115	15210	5758	106320	106950	125744	102926	126307	238310	102615	254051	9115	O60271-9	O60271-9	1	2	45	2	O60271-9	HUMAN	129460.3	53.2	85	85.2	768.61	28.25	Isoform 6 of C-Jun-amino-terminal kinase-interacting protein 4	2	2	1.18E+08	3.30%
5042827	3810731	1611354	72218705	74267942	74702781	85780927	85774338	58359995	78283698	63549542	3550678	Q8WUM0	Q8WUM0	1	122	49	49	Q8WUM0	HUMAN	130003.6	51.2	86	86.1	862.61	862.61	Nuclear pore complex protein Nup133	49	122	1.95E+10	51.20%
1617751	3073872	1095380	16955927	17769832	17203476	20298870	18653601	107669311	19438052	116652810	1559394	Q8TF72	Q8TF72	1	119	51	50	Q8TF72|F5H3B6	HUMAN	218451.1	36.6	87	87.1	862.51	852.56	Protein Shroom3	51	119	1.46E+10	36.60%
2559	2348		26277	25657	31771	27081	23825	15424	21596	14912	2348	Q13796	Q13796	1	1	2	1	Q13796	HUMAN	177605.1	1.1	87	87.2	14.58	4.63	Protein Shroom2	1	1	1.43E+08	0.50%
3692870	7104444	1629333	82037791	68769745	86857488	85704925	87938427	142177181	87649249	153850024	3630938	Q8NDI1-2	Q8NDI1-2	1	113	53	49	Q8NDI1-2|Q8NDI1-3|Q8NDI1	HUMAN	136805.3	48.8	88	88.1	862.39	798.29	Isoform 2 of EH domain-binding protein 1	53	113	3.76E+10	48.80%
6701	18838	2211	227645	269368	260174	237362	318902	368189	250944	445096	6701	Q8N3D4	Q8N3D4	1	5	8	4	Q8N3D4	HUMAN	162650.3	6.1	88	88.2	130.93	66.83	EH domain-binding protein 1-like protein 1	4	5	1.49E+08	4.00%
1746193	4683578	860945	16518631	22091864	17908713	22950638	17892366	85569145	17845647	94203396	1675791	O60437	O60437	1	90	53	53	O60437|K7EKI8	HUMAN	205313.7	35.6	89	89.1	859.84	859.84	Periplakin	53	90	6.03E+09	35.60%
14347417	11760665	3228025	51013865	49316982	55896346	54437944	60099723	193474665	56205249	204414866	5768430	P41252	P41252	1	120	56	56	P41252|A0A0A0MSX9|J3KR24|Q5TCC6|TGGT1_207640-t26_1-p1	HUMAN	145807.7	49.6	90	90.1	859.49	859.49	Isoleucine--tRNA ligase cytoplasmic	56	120	1.13E+10	49.60%
1498431	2841613	800314	20865042	18713269	23118171	19544589	24545864	92981380	23820348	91225975	1468426	Q6YHU6	Q6YHU6	1	102	51	51	Q6YHU6|Q6YHU6-3|Q6YHU6-2|Q6YHU6-5|Q6YHU6-6|B5MC89|Q6YHU6-4|F5H3M9|B6ZDE5	HUMAN	223026.5	35.3	91	91.1	851.67	851.67	Thyroid adenoma-associated protein	51	102	1.35E+10	35.30%
4079471	9004549	1320488	37396885	36637946	39491787	39496869	39964135	284559971	38895736	306340826	4051666	Q04637-8	Q04637-8	1	132	51	43	Q04637-8|Q04637|E7EUU4|Q04637-3|Q04637-9|E9PGM1|Q04637-4|E7EX73|Q04637-5|Q04637-7|Q04637-6|F8WCF2	HUMAN	176357.7	33	92	92.1	848.79	724.31	Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1	51	132	2.22E+10	33.00%
506133	1259262	233248	4080375	3795862	3950781	3886908	4341635	27187488	4047293	28424242	497143	A0A0U1RQK7	A0A0U1RQK7	1	26	25	17	A0A0U1RQK7|A0A0A0MSA7|O43432-3|O43432|O43432-4|O43432-2	HUMAN	196410.6	15.7	92	92.2	386.87	262.39	Eukaryotic translation initiation factor 4 gamma 3	17	26	1.74E+09	12.10%
519036283	553010857	486530650	596580255	674373106	593577245	773079719	674838936	765428116	666580606	774242699	519013844	Q96RQ3	Q96RQ3	1	276	44	44	Q96RQ3|E9PHF7|F5GYT8|G5E9X5|F8WDI3	HUMAN	80985.1	65.7	93	93.1	843.87	843.87	Methylcrotonoyl-CoA carboxylase subunit alpha mitochondrial	44	276	3.19E+11	65.70%
5317529	6707536	2839578	106488010	111613211	106504501	134492635	118136965	130742747	117538852	146558120	5194927	A0A1B0GTL5	A0A1B0GTL5	1	154	45	45	A0A1B0GTL5|Q9BXF6	HUMAN	139038.8	44.7	94	94.1	839.94	839.94	Rab11 family-interacting protein 5	45	154	3.22E+10	44.70%
2411789	3030284	1318381	38118917	40781475	41798697	48349155	45930665	57125272	43538087	61073654	2322106	O00443	O00443	1	89	53	53	O00443|A0A0C4DGF9|O00443-2	HUMAN	192273.6	36	95	95.1	827.21	827.21	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	53	89	7.51E+09	36.00%
2071087	5927963	953800	26236005	22914358	26748224	26355961	27532781	205186671	27008524	226948858	2124781	Q5SW79	Q5SW79	1	138	52	3	Q5SW79|E7EWM2|Q96L14	HUMAN	175689.3	36.1	96	96.1	825.26	53.72	Centrosomal protein of 170 kDa	52	138	1.56E+10	36.10%
24831	82735	3829	293395	260545	323657	405602	332881	2324996	315619	2489561	24831	Q5SW79-2	Q5SW79-2	1	3	52	2	Q5SW79-2|Q5SW79-3|E7EMW0	HUMAN	161804.4	40.2	96	96.2	822.56	42.15	Isoform 2 of Centrosomal protein of 170 kDa	2	3	94700000	2.40%
15667617	13146260	8209371	33161436	31755844	32541045	43083221	31987347	42246653	29387535	51266483	12996595	P02769	P02769	1	54	28	27	P02769|P02768|A0A0C4DGB6|B7WNR0|D6RHD5|P02768-2|C9JKR2|P02768-3|A0A087WWT3	BOVIN	71289	55.5	96	96.3	387.56	378.69	Serum albumin	27	54	5.58E+09	53.30%
